year,month,state,final co2 (kg),generation (mwh),index (g/kwh),datetime,quarter
2002,1,KS,3504929738.6908574,4148814.0,844.8028132114039,2002-01-01,1
2002,2,KS,3150674176.760558,3717504.0,847.5240851820356,2002-02-01,1
2002,3,KS,3018247777.627682,3421399.0,882.167726601803,2002-03-01,1
2002,4,KS,3310157733.6926155,3074497.0,1076.6501751969886,2002-04-01,2
2002,5,KS,2970964074.4270525,3368557.0,881.9693638632366,2002-05-01,2
2002,6,KS,3502580747.3899474,4124592.0,849.1944772694966,2002-06-01,2
2002,7,KS,3987630934.0163765,4698284.0,848.7419947402874,2002-07-01,3
2002,8,KS,3897246231.2010665,4541673.0,858.1080652880704,2002-08-01,3
2002,9,KS,3396412794.797336,4066442.0,835.2296171437674,2002-09-01,3
2002,10,KS,3482725572.578813,4037063.0,862.6879423429392,2002-10-01,4
2002,11,KS,3439697866.0954013,3939877.0,873.0470179894959,2002-11-01,4
2002,12,KS,3500129313.2484403,4049743.0,864.284304769078,2002-12-01,4
2003,1,KS,3835577436.036447,4314016.0,889.0967108226876,2003-01-01,1
2003,2,KS,3018921192.020425,3565034.0,846.8141375427065,2003-02-01,1
2003,3,KS,3233264575.7828784,3785453.0,854.128838948173,2003-03-01,1
2003,4,KS,2990202243.4698586,3605804.0,829.2747591022304,2003-04-01,2
2003,5,KS,3106576422.0378313,3713935.0,836.4649413729188,2003-05-01,2
2003,6,KS,3344824816.0455627,3918196.0,853.664496632012,2003-06-01,2
2003,7,KS,4008514737.0392404,4716871.0,849.8249659656243,2003-07-01,3
2003,8,KS,3907284132.600324,4559470.0,856.9601582202151,2003-08-01,3
2003,9,KS,3123083174.562814,3671069.0,850.728541076949,2003-09-01,3
2003,10,KS,3359548754.912404,3508308.0,957.5980087587533,2003-10-01,4
2003,11,KS,3423395220.2380075,2938934.0,1164.8424973946362,2003-11-01,4
2003,12,KS,3809253904.5450163,4270471.0,891.9985417404816,2003-12-01,4
2004,1,KS,3749273935.767865,4253890.3,881.375322670607,2004-01-01,1
2004,2,KS,3253910689.2132597,3668989.17,886.8684366308064,2004-02-01,1
2004,3,KS,2923882281.4019256,3581144.06,816.4659763511232,2004-03-01,1
2004,4,KS,2855387006.2323318,3480696.7600000002,820.3492585295858,2004-04-01,2
2004,5,KS,3414116870.4530087,4046586.8600000003,843.702850963394,2004-05-01,2
2004,6,KS,3424863811.817349,3965418.8499999996,863.6827385377837,2004-06-01,2
2004,7,KS,3693302518.27668,4275288.399999999,863.8721351000977,2004-07-01,3
2004,8,KS,3445628667.0439186,4116112.68,837.1074688470187,2004-08-01,3
2004,9,KS,3174224803.4442115,3917136.0599999996,810.3432596732961,2004-09-01,3
2004,10,KS,2995080417.9715815,3560633.9699999997,841.1649282702265,2004-10-01,4
2004,11,KS,3114677534.0530963,3698784.4100000006,842.0813945339128,2004-11-01,4
2004,12,KS,3636547237.1557655,4217977.260000001,862.1543012196715,2004-12-01,4
2005,1,KS,3907822574.408168,4165937.65,938.0415413582025,2005-01-01,1
2005,2,KS,2784918195.1818314,3263042.3899999997,853.4728827662676,2005-02-01,1
2005,3,KS,2898634473.50296,3592458.2600000002,806.8665698298079,2005-03-01,1
2005,4,KS,2924299605.965348,2924543.3400000003,999.9166591134694,2005-04-01,2
2005,5,KS,3055376916.5872016,3219529.0100000002,949.0136312165739,2005-05-01,2
2005,6,KS,3479295446.952692,4201914.279999999,828.0262792397308,2005-06-01,2
2005,7,KS,3926245590.4257255,4556753.63,861.6321858124521,2005-07-01,3
2005,8,KS,3896107569.5718336,4488123.779999999,868.0927177039298,2005-08-01,3
2005,9,KS,3327954518.756939,4011306.75,829.6434868155967,2005-09-01,3
2005,10,KS,2927216265.8700914,3698078.8699999996,791.5505236020268,2005-10-01,4
2005,11,KS,2884571238.129283,3565943.38,808.9223329533861,2005-11-01,4
2005,12,KS,3354410826.025245,4175064.51,803.4392805167088,2005-12-01,4
2006,1,KS,2913834820.8207855,3702818.7600000002,786.9234250127828,2006-01-01,1
2006,2,KS,2560487334.7252946,3301743.5,775.4955328072258,2006-02-01,1
2006,3,KS,2099965574.7229364,2968964.9899999998,707.3056037359796,2006-03-01,1
2006,4,KS,2048295708.8174553,2965873.2499999995,690.6214582222809,2006-04-01,2
2006,5,KS,2391088287.02622,3306815.6999999997,723.0787875557202,2006-05-01,2
2006,6,KS,3402270932.825826,4210291.93,808.0843298734932,2006-06-01,2
2006,7,KS,3937937848.237535,4811040.99,818.5209513747117,2006-07-01,3
2006,8,KS,3895340068.528988,4769069.489999999,816.7924742335823,2006-08-01,3
2006,9,KS,2988095528.294905,3826297.7600000002,780.9364863164504,2006-09-01,3
2006,10,KS,3217015808.5107026,3409683.7399999998,943.4938996749015,2006-10-01,4
2006,11,KS,3426250846.501508,3952138.7600000002,866.9358680365534,2006-11-01,4
2006,12,KS,3422299528.0966883,4298997.42,796.0692212038332,2006-12-01,4
2007,1,KS,3555634385.33679,4441516.22,800.5451762904494,2007-01-01,1
2007,2,KS,3230962468.55834,4040742.8000000003,799.5961704264721,2007-02-01,1
2007,3,KS,2814409042.3919363,3709421.55,758.7191168369463,2007-03-01,1
2007,4,KS,2720533529.3912005,3600046.45,755.6940076123741,2007-04-01,2
2007,5,KS,3029629007.2680163,3945090.5399999996,767.9491703802612,2007-05-01,2
2007,6,KS,3287596965.518604,4166540.5300000003,789.0471583912814,2007-06-01,2
2007,7,KS,3707640499.9059796,4694043.819999999,789.8606493848155,2007-07-01,3
2007,8,KS,3856233429.0211415,4895389.7,787.7275692721953,2007-08-01,3
2007,9,KS,3276987047.6836247,4211406.190000001,778.1218196109513,2007-09-01,3
2007,10,KS,2926325950.3726845,3903741.1799999997,749.6208932510953,2007-10-01,4
2007,11,KS,3233979091.217085,4147348.62,779.7702550544412,2007-11-01,4
2007,12,KS,3460657395.62583,4366908.19,792.4731285971528,2007-12-01,4
2008,1,KS,3354266643.801287,4113804.710000001,815.3684679410284,2008-01-01,1
2008,2,KS,3169452731.3281617,4029747.2399999998,786.5140274475781,2008-02-01,1
2008,3,KS,2938602398.1826806,3494708.1399999997,840.8720500999208,2008-03-01,1
2008,4,KS,2642656698.689853,2759414.33,957.6875317197664,2008-04-01,2
2008,5,KS,2562297791.5753975,3072520.98,833.9398846270523,2008-05-01,2
2008,6,KS,3100912258.7768955,4081966.4499999997,759.6613781029229,2008-06-01,2
2008,7,KS,3576241271.4540844,4637317.61,771.187477808768,2008-07-01,3
2008,8,KS,3518199669.358028,4503746.970000001,781.1716983199053,2008-08-01,3
2008,9,KS,3082090968.7289553,4020948.9299999997,766.5083596893521,2008-09-01,3
2008,10,KS,2774506696.0108275,3756308.3599999994,738.625914090511,2008-10-01,4
2008,11,KS,2916002986.729081,3884776.08,750.6231830816569,2008-11-01,4
2008,12,KS,3228615974.1783276,4275061.620000001,755.2209210444847,2008-12-01,4
2009,1,KS,3334138681.4472995,4394076.34,758.7803268450497,2009-01-01,1
2009,2,KS,2696119048.9118443,3653157.27,738.0243580128824,2009-02-01,1
2009,3,KS,2673447103.7151027,3810542.7900000005,701.592201176962,2009-03-01,1
2009,4,KS,2260420996.675479,3330505.71,678.702033114208,2009-04-01,2
2009,5,KS,2665106647.5586605,3608505.9699999997,738.5623495473005,2009-05-01,2
2009,6,KS,3320744111.5132113,4417522.81,751.7208748749418,2009-06-01,2
2009,7,KS,3334706302.7225738,4383867.06,760.6768766210201,2009-07-01,3
2009,8,KS,3186747366.0834618,4136934.03,770.3162155775208,2009-08-01,3
2009,9,KS,2786319186.290687,3743446.01,744.3193193777856,2009-09-01,3
2009,10,KS,2795613720.71596,3288225.6500000004,850.1891348958852,2009-10-01,4
2009,11,KS,3052484588.3562846,3468053.57,880.1722714901099,2009-11-01,4
2009,12,KS,3331770989.1595526,4442470.38,749.981587757835,2009-12-01,4
2010,1,KS,3285704669.8398533,4288028.959999999,766.2505781770312,2010-01-01,1
2010,2,KS,2977746372.411248,3850697.2399999998,773.3005704731147,2010-02-01,1
2010,3,KS,2824339143.7772326,3729596.72,757.2773561901976,2010-03-01,1
2010,4,KS,2493661931.1617527,3622950.69,688.2958517886294,2010-04-01,2
2010,5,KS,2921744539.227566,3984881.26,733.2074279241048,2010-05-01,2
2010,6,KS,3261777228.988659,4315413.76,755.8434510318332,2010-06-01,2
2010,7,KS,3516317688.168978,4630023.369999999,759.4600301486122,2010-07-01,3
2010,8,KS,3729757030.955176,4855478.829999999,768.1543183569346,2010-08-01,3
2010,9,KS,3063715636.5568547,4075476.3500000006,751.7441823841904,2010-09-01,3
2010,10,KS,2774865601.2339873,3356445.2800000003,826.7274958327303,2010-10-01,4
2010,11,KS,2414205402.265987,3463423.2199999997,697.0575782725125,2010-11-01,4
2010,12,KS,2879239722.5233827,3751346.49,767.5216699386738,2010-12-01,4
2011,1,KS,2836479660.104686,3822758.18,741.9981925471116,2011-01-01,1
2011,2,KS,2435496809.9640346,3436110.41,708.7946891566952,2011-02-01,1
2011,3,KS,2674766179.6545415,3381224.1399999997,791.0644396542555,2011-03-01,1
2011,4,KS,2708426310.8482246,2975029.860000001,910.3862610804935,2011-04-01,2
2011,5,KS,3124255268.98901,3321424.7899999996,940.6370658746755,2011-05-01,2
2011,6,KS,3518295906.2624407,3820162.0600000005,920.9807989827636,2011-06-01,2
2011,7,KS,3850374465.9297724,4859190.28,792.3901399328969,2011-07-01,3
2011,8,KS,3549699298.513275,4537192.89,782.3558276168584,2011-08-01,3
2011,9,KS,2474424275.124598,3453695.4299999997,716.4570024417579,2011-09-01,3
2011,10,KS,2568016187.935916,3690350.5000000005,695.8732477947327,2011-10-01,4
2011,11,KS,2786900792.136191,3944199.2,706.5821604893056,2011-11-01,4
2011,12,KS,3035703122.1397815,4118502.46,737.089063712683,2011-12-01,4
2012,1,KS,2651061135.1210823,3286162.39,806.7346711740201,2012-01-01,1
2012,2,KS,2324391974.4490867,2527772.08,919.5417549073834,2012-02-01,1
2012,3,KS,2066726869.398958,2464871.7199999997,838.4723848423878,2012-03-01,1
2012,4,KS,1827105716.856695,3031753.3099999996,602.6564598214936,2012-04-01,2
2012,5,KS,2440070978.4441357,3782612.52,645.0755834869747,2012-05-01,2
2012,6,KS,3010419324.4580665,4266201.17,705.6440154832329,2012-06-01,2
2012,7,KS,3622671160.7602906,4850085.919999999,746.9292751746326,2012-07-01,3
2012,8,KS,3347062013.0272336,4476165.74,747.7520287323483,2012-08-01,3
2012,9,KS,2963446450.905611,4005580.5700000003,739.8294452246184,2012-09-01,3
2012,10,KS,2410336183.8654,3636196.1100000003,662.8729889558679,2012-10-01,4
2012,11,KS,2492735367.4207463,3879681.6900000004,642.5102796051152,2012-11-01,4
2012,12,KS,2759617646.408723,4217607.550000001,654.3087790158955,2012-12-01,4
2013,1,KS,2775110807.486461,4282025.03,648.0837426320371,2013-01-01,1
2013,2,KS,2886793834.661184,3561968.51,810.4490049692168,2013-02-01,1
2013,3,KS,2478199729.5988126,3209386.41,772.1724382819993,2013-03-01,1
2013,4,KS,2403466337.126472,3489263.9699999997,688.8175723565197,2013-04-01,2
2013,5,KS,2519976021.3890295,3908065.2299999995,644.8142170311291,2013-05-01,2
2013,6,KS,2776747847.824742,4342558.2700000005,639.4267330867023,2013-06-01,2
2013,7,KS,3404934443.0584493,4829594.859999999,705.0145077921608,2013-07-01,3
2013,8,KS,3334103034.5466194,4709558.97,707.9437917191256,2013-08-01,3
2013,9,KS,2972341958.7438254,4044141.500000001,734.9747675109352,2013-09-01,3
2013,10,KS,2394947882.6252446,3857060.58,620.9256590481772,2013-10-01,4
2013,11,KS,2300099033.9401207,3933629.14,584.7269663911735,2013-11-01,4
2013,12,KS,2802440089.957794,4305328.92,650.9235744891228,2013-12-01,4
2014,1,KS,2858764211.690815,4696301.19,608.7267609194407,2014-01-01,1
2014,2,KS,2669975069.2392797,4175759.9599999995,639.3985992526448,2014-02-01,1
2014,3,KS,2539238016.6885138,3730870.25,680.6020704387975,2014-03-01,1
2014,4,KS,2322592505.660323,3372685.1799999997,688.6478819408586,2014-04-01,2
2014,5,KS,2467505655.318939,3656576.2800000003,674.8131219948019,2014-05-01,2
2014,6,KS,2908322642.4053984,4496323.2,646.8224175711831,2014-06-01,2
2014,7,KS,3412687772.8685584,4906632.35,695.5254703092965,2014-07-01,3
2014,8,KS,3257889919.646682,4737504.93,687.6805339064168,2014-08-01,3
2014,9,KS,2375992034.4016495,3985903.0300000007,596.0988053444063,2014-09-01,3
2014,10,KS,2265790381.5362883,3866434.33,586.0154830397154,2014-10-01,4
2014,11,KS,2336033551.6832023,4161457.08,561.3499086438259,2014-11-01,4
2014,12,KS,2346697180.20346,3944908.5600000005,594.8673193589714,2014-12-01,4
2015,1,KS,2325178137.506768,4008072.43,580.1237822208637,2015-01-01,1
2015,2,KS,2134584588.3999557,3626558.36,588.5978871714492,2015-02-01,1
2015,3,KS,2342402035.1491833,3018629.6900000004,775.9819109011622,2015-03-01,1
2015,4,KS,2382623749.9648905,3230873.3500000006,737.4550135073819,2015-04-01,2
2015,5,KS,2207987818.6950502,3745051.6400000006,589.574732458175,2015-05-01,2
2015,6,KS,2707627197.6095157,4238071.9399999995,638.8818396531315,2015-06-01,2
2015,7,KS,3177920887.071862,4668583.410000001,680.7034614107627,2015-07-01,3
2015,8,KS,2816850204.5811744,4244325.6,663.6743902449837,2015-08-01,3
2015,9,KS,2514501401.231801,4171375.33,602.799125542079,2015-09-01,3
2015,10,KS,2061087943.4429731,3613643.3899999997,570.3628501768054,2015-10-01,4
2015,11,KS,1399866299.3593874,3254521.16,430.12972739725166,2015-11-01,4
2015,12,KS,1729926529.2297032,3711967.4799999995,466.04032458541457,2015-12-01,4
2016,1,KS,2304385499.5879517,4111349.69,560.4936756396296,2016-01-01,1
2016,2,KS,1820917786.9310157,3837126.0400000005,474.5525082962913,2016-02-01,1
2016,3,KS,1343110148.0385973,3647374.67,368.24024663158536,2016-03-01,1
2016,4,KS,1319318893.4688976,3469697.2199999993,380.2403523466229,2016-04-01,2
2016,5,KS,1752839969.4487026,3751575.3299999996,467.2277150966079,2016-05-01,2
2016,6,KS,2680734682.580318,4509088.9,594.518037242583,2016-06-01,2
2016,7,KS,2936913665.1810565,4839253.82,606.893908528455,2016-07-01,3
2016,8,KS,3104745968.938422,4840742.24,641.3780810891559,2016-08-01,3
2016,9,KS,2353712798.868994,3530666.9700000007,666.6482052451959,2016-09-01,3
2016,10,KS,1894777159.2088256,3254398.0,582.2204780143135,2016-10-01,4
2016,11,KS,1841985421.3127763,3285577.09,560.6276677905544,2016-11-01,4
2016,12,KS,2455024515.8931108,4531584.460000001,541.7585256467029,2016-12-01,4
2017,1,KS,2210253388.991219,4453781.15,496.264480573146,2017-01-01,1
2017,2,KS,1581891315.2111623,3788564.2700000005,417.5437454598499,2017-02-01,1
2017,3,KS,1411661319.7208233,4197297.01,336.32628721712103,2017-03-01,1
2017,4,KS,862516766.643576,3675228.99,234.68381670650024,2017-04-01,2
2017,5,KS,1391702319.7303991,3954446.95,351.9334909096199,2017-05-01,2
2017,6,KS,2190067059.170969,4556786.9,480.61651932219365,2017-06-01,2
2017,7,KS,2845056422.271355,5069744.7700000005,561.1833635308144,2017-07-01,3
2017,8,KS,2392670412.351086,4304899.45,555.8016952872351,2017-08-01,3
2017,9,KS,2076692370.8474948,4374164.220000001,474.76323850673685,2017-09-01,3
2017,10,KS,1462390914.4546037,4243464.68,344.62191269012845,2017-10-01,4
2017,11,KS,1568610688.510898,4076824.6899999995,384.7628504503828,2017-11-01,4
2017,12,KS,2078590015.633331,4684682.6899999995,443.69921148988885,2017-12-01,4
2001,1,KY,7989225099.116186,8118236.0,984.1085057291,2001-01-01,1
2001,2,KY,7519968500.133421,7533754.0,998.1701685684748,2001-02-01,1
2001,3,KY,8020120539.38522,8201581.0,977.874941354017,2001-03-01,1
2001,4,KY,7084907188.340948,7125446.0,994.3106983536115,2001-04-01,2
2001,5,KY,7635303646.912167,7482535.0,1020.4166966024437,2001-05-01,2
2001,6,KY,8094002988.788822,8466026.0,956.0569491268775,2001-06-01,2
2001,7,KY,8849695891.97257,9153530.0,966.8068922014317,2001-07-01,3
2001,8,KY,8817966840.350435,9240835.0,954.2391829689022,2001-08-01,3
2001,9,KY,7782361361.234384,7875899.0,988.1235604004551,2001-09-01,3
2001,10,KY,7168628594.655207,7582673.0,945.3959830069432,2001-10-01,4
2001,11,KY,6472359746.222695,6654074.0,972.6912784893428,2001-11-01,4
2001,12,KY,7823168714.236834,7983036.0,979.9741244104165,2001-12-01,4
2002,1,KY,7738490565.374417,8152119.0,949.2612369096204,2002-01-01,1
2002,2,KY,6701131732.730341,7216866.0,928.5376412324049,2002-02-01,1
2002,3,KY,7692983786.7910795,8190387.0,939.2698765993695,2002-03-01,1
2002,4,KY,6903087864.981623,7433945.0,928.5901180304162,2002-04-01,2
2002,5,KY,7155745457.597923,7743476.0,924.0999077930794,2002-05-01,2
2002,6,KY,7930528360.970548,8022587.0,988.5250681570107,2002-06-01,2
2002,7,KY,8740653492.072783,8812415.0,991.8567716196732,2002-07-01,3
2002,8,KY,8665656827.995897,8618415.0,1005.4814983956908,2002-08-01,3
2002,9,KY,7442802885.174598,7437792.0,1000.6737060104125,2002-09-01,3
2002,10,KY,6383397759.5366125,6504230.0,981.4225142002377,2002-10-01,4
2002,11,KY,6143363986.13185,6235710.0,985.1907779758601,2002-11-01,4
2002,12,KY,7567826034.849063,7738726.0,977.9162661721145,2002-12-01,4
2003,1,KY,8392279027.616089,8780469.0,955.7893806829782,2003-01-01,1
2003,2,KY,7277936758.771887,7601058.0,957.4899650511661,2003-02-01,1
2003,3,KY,6747703700.268373,7104498.0,949.7790977305325,2003-03-01,1
2003,4,KY,6625046033.851045,7087229.0,934.7865059603753,2003-04-01,2
2003,5,KY,6730608750.851643,6990152.0,962.8701565933964,2003-05-01,2
2003,6,KY,7364528487.361076,7727129.0,953.0743549591415,2003-06-01,2
2003,7,KY,8134183706.811515,8511140.0,955.7102464313259,2003-07-01,3
2003,8,KY,8231851046.514879,8607766.0,956.3283953716771,2003-08-01,3
2003,9,KY,6776111233.389764,7122101.0,951.420266770966,2003-09-01,3
2003,10,KY,6345055387.673607,6828156.0,929.2487441226601,2003-10-01,4
2003,11,KY,6554555644.409526,6958234.0,941.9855159239436,2003-11-01,4
2003,12,KY,7891703454.606396,8400886.0,939.3894232830198,2003-12-01,4
2004,1,KY,8544249351.592315,9096009.030000001,939.3404649678886,2004-01-01,1
2004,2,KY,7461626147.980871,8063641.819999999,925.3419626692784,2004-02-01,1
2004,3,KY,7215965360.898561,7709184.160000001,936.021920236312,2004-03-01,1
2004,4,KY,6289711523.1130905,6784696.1499999985,927.0439506879158,2004-04-01,2
2004,5,KY,7412077817.840641,7877719.899999999,940.8912619298183,2004-05-01,2
2004,6,KY,7438852186.954321,8008419.899999998,928.8788899486057,2004-06-01,2
2004,7,KY,7574361761.374077,8541385.71,886.7837161956331,2004-07-01,3
2004,8,KY,7709652189.207651,8249291.65,934.5835395706553,2004-08-01,3
2004,9,KY,7110601622.740853,7563438.030000001,940.1282319676587,2004-09-01,3
2004,10,KY,6720420292.204356,7340571.499999999,915.517312542267,2004-10-01,4
2004,11,KY,6145366674.908166,6790767.15,904.9591215785047,2004-11-01,4
2004,12,KY,7933432211.4488,8504822.170000002,932.815766499301,2004-12-01,4
2005,1,KY,7632946060.022823,8322591.3,917.1357555456103,2005-01-01,1
2005,2,KY,6712596320.536391,7371554.720000001,910.6079484595334,2005-02-01,1
2005,3,KY,7295765581.923994,7935394.69,919.3954260546042,2005-03-01,1
2005,4,KY,6710347222.06715,7288807.420000002,920.6371955519643,2005-04-01,2
2005,5,KY,7069235892.037295,7801322.460000002,906.1586581356738,2005-05-01,2
2005,6,KY,7964999376.424691,8571423.829999998,929.2504412799166,2005-06-01,2
2005,7,KY,8535205144.611229,9057563.959999999,942.3289951144027,2005-07-01,3
2005,8,KY,8394404068.888729,8968937.18,935.9418959481138,2005-08-01,3
2005,9,KY,7965943492.346275,8570192.0,929.4941691325323,2005-09-01,3
2005,10,KY,7089911942.452083,7484577.13,947.269540991701,2005-10-01,4
2005,11,KY,7048225877.262873,7430198.09,948.5919206849669,2005-11-01,4
2005,12,KY,8468695622.979549,9019856.36,938.8947323524285,2005-12-01,4
2006,1,KY,8232744735.241007,8762978.370000001,939.4916189027414,2006-01-01,1
2006,2,KY,7592160074.372864,8117519.69,935.2807710125633,2006-02-01,1
2006,3,KY,7322418123.821594,7842260.99,933.7126286868953,2006-03-01,1
2006,4,KY,6488153109.620754,6932038.999999999,935.9660425483404,2006-04-01,2
2006,5,KY,7441071111.92039,7895382.530000001,942.4585931899602,2006-05-01,2
2006,6,KY,7883727953.770927,8331825.96,946.2185109986295,2006-06-01,2
2006,7,KY,8819052041.413467,9282125.5,950.111269386895,2006-07-01,3
2006,8,KY,8674894193.875616,9143056.180000002,948.7958974649563,2006-08-01,3
2006,9,KY,7431763877.898238,7852472.600000001,946.4234078191164,2006-09-01,3
2006,10,KY,7398423663.587945,7907140.1899999995,935.6636515619872,2006-10-01,4
2006,11,KY,7532029934.085111,8167215.79,922.2273694919858,2006-11-01,4
2006,12,KY,7975556383.137511,8557997.399999999,931.9419030365109,2006-12-01,4
2007,1,KY,8614861821.033129,9203015.49,936.091200801959,2007-01-01,1
2007,2,KY,7825615672.2851,8370451.0,934.9096807669144,2007-02-01,1
2007,3,KY,7364356164.294903,7883312.369999998,934.1702851101034,2007-03-01,1
2007,4,KY,6137865679.036463,6523945.750000001,940.8210788749219,2007-04-01,2
2007,5,KY,6795793245.643438,7143543.359999999,951.3196607297473,2007-05-01,2
2007,6,KY,7903206620.390023,8240371.23,959.083808216978,2007-06-01,2
2007,7,KY,8344536189.573627,8642340.540000001,965.5412386207158,2007-07-01,3
2007,8,KY,9411921353.608751,9916857.809999999,949.0830194336277,2007-08-01,3
2007,9,KY,7767554232.823921,7979822.0,973.3994358300124,2007-09-01,3
2007,10,KY,7432599156.78562,7707627.45,964.3173862516694,2007-10-01,4
2007,11,KY,7075024816.405804,7410151.439999999,954.7746592889881,2007-11-01,4
2007,12,KY,7667610539.366271,8203881.0600000005,934.6320946498791,2007-12-01,4
2008,1,KY,8667579600.636137,9372360.549999999,924.8021941106542,2008-01-01,1
2008,2,KY,7768438933.119546,8337766.33,931.7170361524807,2008-02-01,1
2008,3,KY,7540273130.666897,8177788.89,922.0430157945661,2008-03-01,1
2008,4,KY,6586723882.6678705,7075387.329999999,930.9347425744212,2008-04-01,2
2008,5,KY,6695563818.996868,7020340.869999999,953.7377091771997,2008-05-01,2
2008,6,KY,7623486459.697892,7909638.680000001,963.8223398212031,2008-06-01,2
2008,7,KY,8458987017.61257,8916400.879999999,948.699719926968,2008-07-01,3
2008,8,KY,8229617720.781479,8579270.5,959.2444626593227,2008-08-01,3
2008,9,KY,7852088766.355903,8200164.029999999,957.5526462189443,2008-09-01,3
2008,10,KY,7211926274.953071,7555474.629999999,954.5298777547575,2008-10-01,4
2008,11,KY,7583753079.49791,8158855.23,929.5119064758683,2008-11-01,4
2008,12,KY,7759737267.358279,8559892.389999999,906.522759143971,2008-12-01,4
2009,1,KY,7640906974.921366,8532735.84,895.4814866179387,2009-01-01,1
2009,2,KY,6605747548.64641,7290732.119999999,906.0472171958514,2009-02-01,1
2009,3,KY,7022492254.6579895,7680378.2,914.3419857446589,2009-03-01,1
2009,4,KY,6140862097.69627,6798972.590000002,903.2044204338039,2009-04-01,2
2009,5,KY,6452995485.036133,6996368.110000001,922.3350434938924,2009-05-01,2
2009,6,KY,7632069963.35815,8131610.1,938.5681149860038,2009-06-01,2
2009,7,KY,7216735650.0523405,7601839.320000001,949.3407248250465,2009-07-01,3
2009,8,KY,7968720001.976639,8424657.120000001,945.8806321101217,2009-08-01,3
2009,9,KY,6991914833.4018,7240868.48,965.6182614991786,2009-09-01,3
2009,10,KY,6560864050.697167,6987891.680000001,938.8903479249648,2009-10-01,4
2009,11,KY,6209753330.59323,6636723.220000001,935.665557346119,2009-11-01,4
2009,12,KY,7612321220.897923,8307649.909999999,916.3026010201631,2009-12-01,4
2010,1,KY,8515783623.732237,9214403.49,924.1817588055542,2010-01-01,1
2010,2,KY,7867433955.285762,8499468.559999999,925.6383384146271,2010-02-01,1
2010,3,KY,7273771695.449154,7824977.129999997,929.5582050409337,2010-03-01,1
2010,4,KY,6356001949.087014,6717156.08,946.2340718882051,2010-04-01,2
2010,5,KY,6463033727.983974,7037419.360000001,918.3812129655398,2010-05-01,2
2010,6,KY,8264171921.615784,8793817.360000001,939.7707029039074,2010-06-01,2
2010,7,KY,8568092124.982764,8979524.319999998,954.1810701374397,2010-07-01,3
2010,8,KY,8982769715.80096,9509202.959999999,944.6396037172143,2010-08-01,3
2010,9,KY,7498115118.981073,7880975.149999999,951.419713457804,2010-09-01,3
2010,10,KY,6842022590.390253,7163585.6899999995,955.1114325248274,2010-10-01,4
2010,11,KY,6982714652.6942,7252903.270000001,962.7475223027755,2010-11-01,4
2010,12,KY,8663704694.443073,9344224.87,927.1721105790419,2010-12-01,4
2011,1,KY,8855256225.505531,9494575.039999997,932.6648310428787,2011-01-01,1
2011,2,KY,7542493231.772342,8121668.449999999,928.6876555238281,2011-02-01,1
2011,3,KY,7308300387.077773,7923845.609999999,922.317362904522,2011-03-01,1
2011,4,KY,6640905969.821606,7236831.52,917.6538035283162,2011-04-01,2
2011,5,KY,7048514239.820524,7662955.000000001,919.8167338605699,2011-05-01,2
2011,6,KY,7742460125.756096,8388320.56,923.0047982043376,2011-06-01,2
2011,7,KY,9293687437.662512,9941205.870000001,934.8652023904331,2011-07-01,3
2011,8,KY,8604494070.355473,9002478.129999999,955.7917215796084,2011-08-01,3
2011,9,KY,7090766090.910172,7406234.45,957.405026640788,2011-09-01,3
2011,10,KY,7330006089.646304,7757257.609999999,944.9223499032804,2011-10-01,4
2011,11,KY,6757736637.855351,7221404.4399999995,935.7925724840516,2011-11-01,4
2011,12,KY,7548632354.437437,8194205.500000001,921.2158951148389,2011-12-01,4
2012,1,KY,7549407252.688495,8181452.459999998,922.7465770409789,2012-01-01,1
2012,2,KY,6560037512.088662,7074692.13,927.2541322711469,2012-02-01,1
2012,3,KY,6274897346.8207655,6782319.940000001,925.1845094793279,2012-03-01,1
2012,4,KY,5519356606.8741255,6036376.03,914.3493678067179,2012-04-01,2
2012,5,KY,7043548922.039223,7399124.460000002,951.943565771459,2012-05-01,2
2012,6,KY,7937842135.953813,8145046.909999999,974.5606407997733,2012-06-01,2
2012,7,KY,8493068301.626382,8973478.729999997,946.4633011534853,2012-07-01,3
2012,8,KY,8170758322.708202,8676455.270000001,941.716181141357,2012-08-01,3
2012,9,KY,6225442843.313428,6510763.069999999,956.1771448877848,2012-09-01,3
2012,10,KY,6495244861.535281,6974635.87,931.2665180806466,2012-10-01,4
2012,11,KY,6933782366.106982,7379620.8,939.585183849417,2012-11-01,4
2012,12,KY,7339856555.029768,7815723.13,939.1141974894609,2012-12-01,4
2013,1,KY,7663101272.504998,8256612.879999998,928.1168178621207,2013-01-01,1
2013,2,KY,7083336233.979222,7686777.13,921.4962414266357,2013-02-01,1
2013,3,KY,7803534378.49179,8552810.030000001,912.3942132609005,2013-03-01,1
2013,4,KY,5728287813.082134,6215721.050000002,921.5805804351745,2013-04-01,2
2013,5,KY,6189442423.500878,6655292.999999999,930.0029951349819,2013-05-01,2
2013,6,KY,6921548111.69263,7331266.680000001,944.1135364199614,2013-06-01,2
2013,7,KY,7275542573.511189,7862204.47,925.3820097496383,2013-07-01,3
2013,8,KY,7742357252.200385,8263742.269999999,936.9069120545535,2013-08-01,3
2013,9,KY,7003294982.406276,7285556.16,961.2574288915063,2013-09-01,3
